Task Name,Sub-tasks,Output,Title,URL
What do we know about COVID-19 risk factors?,"Transmission dynamics of the virus, including the basic reproductive number, incubation period, serial interval, modes of transmission and environmental factors","The importance of infectious bioaerosols in disease transmission has been long-acknowledged, yet poorly understood. Paltry data and methodological heterogeneity limit many related studies. Effective ventilation and infection prevention and control (IP & C) measures in the form of droplet and airborne isolation in healthcare institutions underscore the contribution of these modes of pathogen dispersion. Moreover, recent outbreaks such as the Severe Acute Respiratory Syndrome coronavirus (SARS-CoV) and Middle East Respiratory Syndrome coronavirus (MERS-CoV) outbreaks highlight major gaps in our ability to assess and determine risk and to mitigate patient and healthcare worker (HCW) exposure alike (1, 2) .","MINI REVIEW Bioaerosols and Transmission, a Diverse and Growing Community of Practice",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6394210/
What do we know about COVID-19 risk factors?,"Severity of disease, including risk of fatality among symptomatic hospitalized patients, and high-risk patient groups","The recent pandemic of coronavirus disease 2019 , caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has caused unprecedented morbidity and mortality in almost all the continents (1) . Despite implementations of extensive control measures, spread of the disease and eventual fatality could not be effectively halted till date. The major cause of death in COVID-19 is due to virus-induced pneumonia leading to respiratory failure (2) . Epidemiological evidence suggests that older age and the associated co-morbidities such as cardiovascular disease and diabetes put patients at higher risk of mortality (3) . Thus identification of novel risk factors predictive for patients' outcome including mortality is needed. Patients aged beyond 62 years are at higher risk of fatality whereas hospitalization within 2 days of the onset of symptoms could reduce mortality in COVID-19 patients.
",A Machine Learning Model Reveals Older Age and Delayed Hospitalization as Predictors of Mortality in Patients with COVID-19,https://doi.org/10.1101/2020.03.25.20043331
What do we know about COVID-19 risk factors?,"Severity of disease, including risk of fatality among symptomatic hospitalized patients, and high-risk patient groups","History of comorbidities significantly increased the death risk of COVID-19: one
additional pre-existing comorbidity led to an estimated 40% higher risk of death (p<0.001). The
estimated mortality risk in patients with CHD was three times of those without CHD (p<0.001).
The estimated 30-day survival probability for a profile patient with pre-existing CHD (65-yearold
female with no other comorbidities) was 0.53 (95% CI [0.34-0.82]), while it was 0.85 (95%
CI [0.79-0.91]) for those without CHD. Older age was also associated with increased death risk:
every 5-year increase in age was associated with a 20% increased risk of mortality (p<0.001).",History of coronary heart disease increases the mortality rate of COVID-19 patients: a nested case-control study,https://doi.org/10.1101/2020.03.23.20041848
What do we know about COVID-19 risk factors?,"Severity of disease, including risk of fatality among symptomatic hospitalized patients, and high-risk patient groups","Three key-independent risk factors of COVID-19 were identified, including age, PII, and Ct value. The Ct value is closely correlated with the severity of COVID-19, and may act as a predictor of clinical severity of COVID-19 in the early stage. SARS-CoV-2 myocarditis should be highlighted despite a relatively low incidence rate (4.8%). The oxygen pressure and blood oxygen saturation should not be neglected as closely linked with the altitude of epidemic regions.",COVID-19 Myocarditis and Severity Factorsï¼š An Adult Cohort Study Authors,https://doi.org/10.1101/2020.03.19.20034124
What do we know about COVID-19 risk factors?,"Severity of disease, including risk of fatality among symptomatic hospitalized patients, and high-risk patient groups","Findings: 20.0% of the population are at risk according to current PHE guidelines, of which; 13 .7% were age>70 years and 6.3% aged ?70 years with ?1 underlying condition (cardiovascular disease (2.3%), diabetes (2.2%), steroid therapy (1.9%), severe obesity (0.9%), chronic kidney disease (0.6%) and chronic obstructive pulmonary disease, COPD (0.5%). Multimorbidity (co-occurrence of ?2 conditions in an individual) was common (10.1%). The 1-year mortality in the at-risk population was 4.46%, and age and underlying conditions combine to influence background risk, varying markedly across conditions (5.9% in age>70 years, 8.6% for COPD and 13.1% in those with ?3 or more conditions). In a suppression scenario (at SARS CoV2 rates of 0.001% of the UK population), there would be minimal excess deaths (3 and 7 excess deaths at relative risk, RR, 1.5 and 2.0 respectively). is unknown. If the emergency were to double the mortality risk, then we estimate 7, 68957 and 551,659 excess deaths in the same scenarios. These results may inform the need for more stringent suppression measures as well as efforts to target those at highest risk for a range of preventive interventions.
",-,https://doi.org/10.1101/2020.03.22.20040287
What do we know about COVID-19 risk factors?,Neonates and pregnant women,"Data regarding pregnancy and COVID-19 are limited [47] . Pregnant women and fetuses may be more vulnerable to COVID-19 infection compared to the general population [48] . There are case reports of pregnant women diagnosed with COVID-19 complicated by adverse outcomes including preterm birth [47] . Historically, infants born to mothers with other coronaviruses such as MERS-CoV or SARS-CoV-1 have been small for gestational age or preterm [47] . Newborn infants are also an at-risk population [48] .",Coronavirus Disease (COVID-19): A primer for emergency physicians,https://doi.org/10.1016/j.ajem.2020.03.036
What do we know about COVID-19 risk factors?,Public health mitigation measures that could be effective for control,"In the absence of any pharmaceutical intervention, the only strategy against COVID-19 is to reduce mixing of susceptible and infectious people through early ascertainment of cases or reduction of contact. In The Lancet Infectious Diseases, Joel Koo and colleagues 3 assessed the potential effect of such social distancing interventions on SARS-CoV-2 spread and COVID-19 burden in Singapore. The context is worthy of study, since Singapore was among the first settings to report imported cases, and has so far succeeded in preventing community spread. During the 2003 severe acute respiratory syndrome coronavirus (SARS-CoV) outbreak in Singapore, numerous non-pharmaceutical interventions were implemented successfully, including effective triage and infection control measures in healthcare settings, isolation and quarantine of patients with SARS and their contacts, and mass screening of schoolaged children for febrile illness. 4 Each of these measures represented an escalation of typical public health action. However, the scale and disruptive impact of these interventions were small compared with the measures that have been implemented in China in response to COVID-19, including closure of schools, workplaces, roads, and transit systems; cancellation of public gatherings; mandatory quarantine of uninfected people without known exposure to SARS-CoV-2; and largescale electronic surveillance. 5, 6 Although these actions have been praised by WHO, 5 the possibility of imposing similar measures in other countries raises important questions. Populations for whom social-distancing interventions have been implemented require and deserve assurance that the decision to enact these measures is informed by the best attainable evidence.
",Scientific and ethical basis for social-distancing interventions against COVID-19,https://doi.org/10.1016/s1473-3099(20)30190-0
What do we know about COVID-19 risk factors?,Public health mitigation measures that could be effective for control,"S cientists and policymakers are concerned about the emergence of an infl uenza pandemic for which we will have neither a strain-specifi c vaccine nor suffi cient antiviral medications at the onset of the outbreak. In February 2007, the Community Strategy for Pandemic Infl uenza Mitigation was issued; it describes the early, targeted, and layered use of nonpharmaceutical interventions, coupled with specifi c uses of antiviral infl uenza medications, to reduce transmission of pandemic infl uenza and mitigate the disease (1) .Researchers differ over the potential effectiveness of such community mitigation measures. Evidence to determine the best strategies for protecting persons during a pandemic is limited. Several studies based on fi ndings from mathematical models and historical analyses suggest that early implementation of multiple measures, such as social distancing, school closures, and isolation of sick persons, may be effective in reducing the transmission of the virus (2) (3) (4) (5) (6) . Other researchers cite uncertainty (7) or believe such measures may not be effective (8, 9) .Community mitigation interventions include 1) isolation and treatment with infl uenza antiviral medications of all persons with confi rmed or probable pandemic infl uenza; 2) voluntary home quarantine of and provision of antiviral medications as prophylaxis to members of households with persons with confi rmed or probable infl uenza (if sufficient quantities of antiviral medications exist and a feasible means of distribution is in place); 3) dismissal of students from schools and closure of childcare facilities along with preventing the recongregation of children and teenagers in community settings; and 4) social distancing of adults in the community and workplace, which may include cancellation of large public gatherings and possible alteration of workplace environments and schedules to decrease social density. A great deal of cooperation from the public would be required to successfully implement community mitigation measures during a pandemic. Public reaction to an unfamiliar crisis is obviously diffi cult to predict. However, by using surveys that describe hypothetical scenarios, we can elicit potential responses of persons in these situations. Public opinion and input can help inform policy decisions and provide information about realistic expectations for mitigation measures before a public health emergency arises (10) . This survey was conducted to gauge public reaction to social distancing and other nonpharmaceutical interventions that may be used during a severe pandemic.","Public Response to Community
Mitigation Measures for
Pandemic Infl uenza",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2600239/
What do we know about COVID-19 risk factors?,Public health mitigation measures that could be effective for control,"In concluding, it is apparent from all the results obtained for the different scenarios that we have considered that the most cost-effective strategy would be the isolation or quarantine of detected infectious cases, as long as the efficacy of such measure is over 60%. Important for the current debate about the natural history of the disease, this policy would also work if there is a fraction of asymptomatic but infectious individuals in the population. Our results also show that from a practical point of view, a combination of all the analyzed contexts can have second order benefits. As already stressed, containment measures should not only be directed towards a full cutdown of the number of infected cases. Their efficacy is also given by other factors, such as delaying, even if only by a few days, the spreading of the disease. Such delays are always good for preparedness and to have more time for clinical research that can lead to new pharmacological treatments or vaccines. For instance, even if traffic restrictions are not effective on their own, they facilitate the control of the population and thus it would be easier to detect infected individuals and treat them. Similarly, self-protection measures and other social-distancing practices delay the spreading of the disease, freeing resources that would allow for a better management of the epidemic, in turn leading to an increase of the efficacy of individual isolation. Closing public places would, in practice, reduce the transmission, which again will lower the total number of infections and thus make them more manageable for the public health system. This also highlights the importance of having a coordinated response system, since simply adopting central measures like imposing mobility restrictions and closing public places is not effective in the middle-to-long term.
",Evaluation of the potential incidence of COVID-19 and effectiveness of contention measures in Spain: a data-driven approach,https://doi.org/10.1101/2020.03.01.20029801
What do we know about COVID-19 risk factors?,"Transmission dynamics of the virus, including the basic reproductive number, incubation period, serial interval, modes of transmission and environmental factors","In conclusion, this article reviewed several key epidemiological problems for assessment of the severity of COVID-19. First, division of the cumulative number of deaths by that of cases should be adjusted by the delay in time from illness onset to reporting. Second, assessing only confirmed cases among all infections can offer limited insights into the severity among all infected individuals. Third, ascertainment bias and IFR are reduced by a shorter virus detection window and lower RT-PCR sensitivity. In the ongoing COVID-19 epidemic, health officials will need to confront the uncertainty in the risk of death, and prompt identification of high-risk individuals using the approaches covered in this article is needed. Subjectively, COVID-19 involves mild infections among the general population, but the risk of death among young adults is higher than for seasonal influenza, and the mortality among older adults with comorbidities requires close attention. 
",Clinical Medicine Communicating the Risk of Death from Novel Coronavirus Disease (COVID-19),https://doi.org/10.3390/jcm9020580
What do we know about COVID-19 risk factors?,"Transmission dynamics of the virus, including the basic reproductive number, incubation period, serial interval, modes of transmission and environmental factors","This study presents the estimates of epidemiological characteristics of COVID-19 infections that are key parameter for studies on incidence, case fatality, and epidemic final size, among other possibilities [7, 11] . From the 95th percentile estimate of the incubation period we found that the length of quarantine should be at least 14 days, and we stress that the 17-24-day time delay from illness onset to death must be addressed when estimating COVID-19 case fatality risk. This study was made possible only through open sharing of case data from China and other countries where cases were diagnosed. Continued communication of dates and other details related to exposure and infection is crucial to furthering scientific understanding of the virus, the infections it causes, and preventive measures that can be used to contain and mitigate epidemic spread.
",Clinical Medicine Incubation Period and Other Epidemiological Characteristics of 2019 Novel Coronavirus Infections with Right Truncation: A Statistical Analysis of Publicly Available Case Data,https://doi.org/10.3390/jcm9020538
What do we know about COVID-19 risk factors?,Socio-economic and behavioral factors to understand the economic impact of the virus and whether there were differences,"The coronavirus outbreak has been declared a global health emergency and represents one of the greatest risks to global health, as the virus has a tendency to infect a large number of human populations, and the outbreak can cause severe medical complications with economic impact, particularly in middle-income countries where resources are limited for early diagnosis and preventive measures. Human mobility, air travel, and international trade can likely increase the number of cases in other regions as well. Continued surveillance along with the robust response of government agencies, medical practitioners, and researchers, is highly essential for the effective management of this emerging pathogen. Public health officials need to identify the source and virus reservoir, transmission cycle, pathogenesis, inter-human transmission, and clinical manifestations, which might be helpful to develop animal models, diagnostic reagents, anti-viral therapies, and vaccines against this pathogen. As the virus emerged suddenly and became a serious global concern, there is a need for rapid vaccine development. Although classical expression systems for biopharmaceutical proteins are still amenable, the development of transient expression in plants has deeply influenced the pharmaceutical sector to produce affordable vaccines and biologics rapidly at low cost. Hence, the plant expression platform shall be employed for biopharmaceutical production to accelerate the fight against this deadly infectious disease. The collaborative efforts of researchers are highly desirable to use a plant expression platform for producing an efficient cost-effective vaccine to control this epidemic. The continuous effort of research in this direction might be helpful in producing high-value biologics and pharmaceuticals on a large scale in a short time, especially during epidemics. 
",pathogens Emergence of Novel Coronavirus 2019-nCoV: Need for Rapid Vaccine and Biologics Development,"htt Data on potential risks factors
COVID, COVID19 Socio-economic and behavioral factors to understand the economic impact of the corona virus and whether there were differences.
COVID economic fallout from the Coronavirus Pandemic will be felt far beyond the immediate impact of the virus.
Economists have put out a grim forecast for the US economy. All projections are unified in their opinion of a sharp contraction in the second quarter, after a mild contraction in the first. The second quarter contraction is projected at 14 percent by JP Morgan, 12 percent by Bank of America and Oxford Economics, and a massive 24 and 30 percent respectively by Goldman Sachs and Morgan Stanley. The forecast of the first quarter contraction varies between 0.8 percent (Bank of America) and 4 percent (JP Morgan). A striking feature in all the studies is that the pessimism of the near-term, yields place to an optimistic growth outlook in the third and fourth quarters. The projections add up to a positive, though mild, growth for the US economy, for the year as a whole. The recovery is expected to be ‘V’-shaped, after the second quarter.
OECD projects the world economy to grow at a slower rate of 1.5 percent during 2020, as against 2.9 percent projected earlier. No contraction is expected for the world economy, but a deep slowdown. OECD has further opined that “the economic fallout from the Coronavirus Pandemic will be felt far beyond the immediate impact of the virus.ps://doi.org/10.1101/2020.03.20.20039966'"
"What do we know about virus genetics, origin, and evolution?",Sustainable risk reduction strategies,"The effect of awareness on the disease dynamics can also be observed in the probability of infection during the 206 course of the epidemic. In the model with awareness and no measures, the probability of infection is reduced by 207 4% for all individuals. Handwashing with an efficacy of 30% reduces the respective probability by 14% for unaware 208 individuals and by 29% for aware individuals. Note that the probability of infection is highly dependent on the 209 type of prevention measure. The detailed analysis is given in the Appendix. show the relative reduction in the peak number of diagnoses, the attack rate (proportion of the population that recovered or died after severe infection) and the time until the peak number of diagnoses. The efficacy of prevention measures was varied between 0% and 100%. In the context of this study, the efficacy of social distancing denotes the reduction in the contact rate. The efficacy of handwashing and mask-wearing are given by the reduction in susceptibility and infectivity, respectively. The simulations were started with one case. Government-imposed social distancing was initiated after 10 diagnoses and lifted after 3 months. For parameter values, see Table 1. 11 . CC-BY-NC-ND 4.0 International license It is made available under a author/funder, who has granted medRxiv a license to display the preprint in perpetuity.
",Modeling the Comparative Impact of Individual Quarantine vs. Active Monitoring of Contacts for the Mitigation of COVID-19,https://doi.org/10.1101/2020.03.05.20031088
"What do we know about virus genetics, origin, and evolution?",Sustainable risk reduction strategies,"all contacts are traced and under active monitoring, since symptom onset is the event that triggers, with some delay, isolation. Mass quarantine is expected to result in prompt isolation upon symptom onset of any truly infected individuals, but the impact of this strategy on COVID-19 will depend heavily on whether presymptomatic exposure within the group is decreased or increased by the approach to confinement. That is, mass quarantine may reduce or increase the number of uninfected contacts exposed to presymptomatic infectiousness of those who do go on to develop the disease. In serial interval scenario 1, where a mean of 20% of transmission is expected to occur before symptom onset, the positive effect of prompt isolation can be offset by an increase in presymptomatic transmission in a confined space. Mass quarantines can also result in unintended consequences that can exacerbate transmission of COVID-19 such as avoidance of contact tracers and inaccurate recall, or other infectious diseases more broadly, such as a reduction in healthcare worker support, availability of supplies, or high-density settings. 20 The impact of travel restrictions on human mobility, a necessary first step in the causal chain to outbreak containment, is difficult to measure, but the impact has been documented in Sierra Leone during the 2014-2016 epidemic of Ebola Virus Disease. 21 The conflicting conclusions from our two scenarios, driven largely by the differences in the extent of presymptomatic transmission, highlight the urgent need for more data to clarify key epidemiological parameters of COVID-19, particularly the serial interval and the extent of presymptomatic transmission, in order to inform response efforts. These highly influential parameters warrant further study to improve data-driven policy-making. In addition, our choice to consider shifts of the latent period relative to the infectious period implicitly assumes a similar shape to the underlying distributions, albeit with different means. As the amount of asymptomatic transmission will depend not only on the average timing of latent period relative to the incubation period, but also on the standard deviation of these distributions, more data on their true shapes is urgently needed.
",Modeling the Comparative Impact of Individual Quarantine vs. Active Monitoring of Contacts for the Mitigation of COVID-19,https://doi.org/10.1101/2020.03.05.20031088
"What do we know about virus genetics, origin, and evolution?",Sustainable risk reduction strategies,"With the advent of new and broader spectrum antibiotics, improved environmental hygiene, and advances in microbiological techniques it was widely expected that the need for diagnosis of infectious agents in tissue would diminish in importance. This assumption underestimated the infinite capacity of infectious agents for genomic variation, enabling them to develop antimicrobial resistance and exploit new opportunities to spread infections which are created when host defenses become compromised. The following are currently the most important factors influencing the presentation of infectious diseases: • The increased mobility of the world's population through tourism, immigration and inter national commerce has distorted natural geographic boundaries to infection, exposing weaknesses in host defenses, and in knowledge. • Immunodeficiency states occurring either as part of an infection, e.g. Human Immunodeficiency Virus (HIV) which causes acquired immune deficiency syndrome (AIDS), or as an iatrogenic disease. As treatment becomes more aggressive, depression of the host's immunity occurs, enabling organisms of low virulence to become life-threatening, and may allow latent infections, accrued throughout life, to reactivate and spread. • Emerging, re-emerging and antibiotic-resistant organisms such as the tubercle bacillus and staphylococcus are a constant and growing threat. • Adaptive mutation occurring in microorganisms allows them to jump species barriers and exploit new physical environments. Such adaptation allows infections to evade host defenses and resist agents of treatment. • Bioterrorism has become an increasing concern.
",NA,https://doi.org/10.1016/b978-0-7020-6864-5.00016-5
"What do we know about virus genetics, origin, and evolution?",Real-time tracking of whole genomes and a mechanism for coordinating the rapid dissemination of that information to inform the development of diagnostics and therapeutics and to track variations of the virus over time.,"The National Institute of Allergy and Infectious Diseases (NIAID) funds a Genomic Sequencing Center for Infectious Diseases (GSCID) at the J. Craig Venter Institute (JCVI). One of the goals of the GSCID is high throughput sequencing of various viral pathogens. The viral genome sequencing projects at JCVI have resulted in publication of more than 4000 influenza virus genomes from clinical and animal reservoir specimens, and hundreds of coronavirus and rotavirus sequences. Prediction of protein coding genes encoded in these viral genomes is a critical step to understanding these pathogenic viruses. In order to have a flexible, accurate gene prediction tool for utilization in high throughput viral genome sequencing projects, we developed a viral annotation program, VIGOR (Viral Genome ORF Reader). VIGOR uses a similarity-based approach to detect open reading frames (ORF) in various viral genomes by similarity searches against custom reference protein sequence databases. VIGOR takes into account differences between the genomic structures of viral taxonomic groups. VIGOR is tailored for the designated viruses with complex gene features such as splicing and frame-shifting, and it is able to predict genes accurately in influenza (group A, B, and C), coronavirus (including SARS coronavirus), rhinovirus, and rotavirus genomes. It was also designed to assign function to the predicted ORFs and genotype influenza viruses. In addition to gene prediction, VIGOR can also be used as a tool to validate sequence accuracy and completeness during the genome finishing process.
","VIGOR, an annotation program for small viral genomes",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2942859/
"What do we know about virus genetics, origin, and evolution?",Real-time tracking of whole genomes and a mechanism for coordinating the rapid dissemination of that information to inform the development of diagnostics and therapeutics and to track variations of the virus over time.,"A novel development in sequence analysis that has evolved recently is spatio-temporal analysis of infectious disease evolution. Typically, sequence analysis is performed on a collection of biological sequences that are assumed to share an evolutionary relationship. However, the flood of publicly available and newly generated pathogen sequences annotated with host organism, time of isolation and country of origin have opened up the possibility of incorporating these parameters in the study of microbial pathogen evolution. Sheng et al. [24] have recently shown how geographical and time information in public biological databases could be integrated with pattern-mining algorithms to study antigenic changes in influenza A viruses. The likelihood of one virus being able to mutate into another form is dependent on whether they exist within a certain time period, the connectivity between the locations where they were collected and their sequence similarity. The method was used to trace the evolution trajectory of H5N1, H1N1 and H3N2 subtypes in Asia, the USA and Europe at different time points. Attempts to unify the epidemiological and evolutionary processes that drive spatio-temporal incidence and phylogenetic patterns at different scales have also been reported. For instance, Grenfell et al. [25] introduced a phylodynamic framework to study how pathogen genetic variation -modulated by host immunity, transmission bottlenecks and epidemic dynamics -affects the diversity of epidemiological and phylogenetic patterns in measles, influenza A viruses, HIV, dengue and hepatitis C virus.
",NA,NA
"What do we know about virus genetics, origin, and evolution?",Animal host(s) and any evidence of continued spill-over to humans,"We have shown that human SARS-CoV can infect domesticated mammals, in particular, the pig. The direct source of SARS-CoV transmission to the identified infected pigs was most likely virus-contaminated animal feed because the farm where the infected pig was identified is rather remote, >1 km from the nearest village. The only person routinely in close contact with the animals is the swineherd, whose serum samples were negative for SARS-CoV on all tests. Swineherds in rural areas often obtain leftovers from restaurants in the cities for use as hogwash (without thoroughly fermenting it). Thus, even if no direct evidence for human-to-swine SARS-CoV transmission exists, a strong warning should be issued to prevent such a practice, or regulatory procedures should be instituted to block this route of disease propagation (15) . Whether or not other domesticated (such as dogs and cats) and wild animals that are common in and around human settlements can easily contract and pass on SARS-CoV remains to be seen in future studies. Intensive surveillance and investigations on animals, especially during and after an outbreak of SARS, will lead to a better understanding and ability to control this disease's natural animal reservoirs and to prevent interspecies transmission events. This study was supported by grants from Chinese Academy of Sciences and Tianjin Institute of Animal Husbandry and Veterinary Science.
",SARS-associated Coronavirus Transmitted from Human to Pig,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3298239/
"What do we know about virus genetics, origin, and evolution?",Sustainable risk reduction strategies,"The effect of awareness on the disease dynamics can also be observed in the probability of infection during the 206 course of the epidemic. In the model with awareness and no measures, the probability of infection is reduced by 207 4% for all individuals. Handwashing with an efficacy of 30% reduces the respective probability by 14% for unaware 208 individuals and by 29% for aware individuals. Note that the probability of infection is highly dependent on the 209 type of prevention measure. The detailed analysis is given in the Appendix. show the relative reduction in the peak number of diagnoses, the attack rate (proportion of the population that recovered or died after severe infection) and the time until the peak number of diagnoses. The efficacy of prevention measures was varied between 0% and 100%. In the context of this study, the efficacy of social distancing denotes the reduction in the contact rate. The efficacy of handwashing and mask-wearing are given by the reduction in susceptibility and infectivity, respectively. The simulations were started with one case. Government-imposed social distancing was initiated after 10 diagnoses and lifted after 3 months. For parameter values, see Table 1. 11 . CC-BY-NC-ND 4.0 International license It is made available under a author/funder, who has granted medRxiv a license to display the preprint in perpetuity.",NA,0
"What do we know about virus genetics, origin, and evolution?",Sustainable risk reduction strategies,"The main infection control measures to prevent the transmission of MERS-CoV include contact isolation, standard precautions, droplet isolation, and airborne infection isolation precautions especially when healthcare workers perform aerosol generating procedures. 20 Droplet precautions include wearing a medical mask when in close contact (within 1 meter) and upon entering the room or cubicle of the patient. The Centers for Disease Control and Prevention (CDC) recommends placing patients with suspected or confirmed MERS-CoV infection in an airborne infection isolation room (AIIR). 21 If an AIIR is not available, the patient should be transferred as soon as is feasible to a facility where an AIIR is available. Pending transfer, place a facemask on the patient and isolate him/her in a single-patient room with the door closed. 21 Performing hand hygiene in accordance with the World Health Organization's (WHO) 5 moments of hand hygiene is of paramount importance and could not be stressed more. Additional measures include wearing a particulate respirator when performing aerosol-generating procedures in addition to other precautions. In a recent MERS-CoV outbreak in a healthcare setting, there was evidence of person-to-person transmission and the outbreak was aborted by the implementation of infection control measures. 4",Middle East Respiratory Syndrome-Coronavirus (MERS-CoV) Infection CASE PRESENTATION,https://doi.org/10.1016/b978-0-12-416975-3.00014-5
"What do we know about virus genetics, origin, and evolution?",Sustainable risk reduction strategies,"This pathogen represents a significant challenge for public health, pandemic planning, and healthcare systems. The SARS-CoV-2 virus is highly transmissible (4) (5) (6) (7) . It causes moderate to severe clinical outcomes in approximately 20% of all recognized infected individuals (5, 8, 9) . In the absence of a vaccine, public health responses have focused on the use of non-pharmaceutical interventions (NPIs) (10) . These NPIs include: (1) ""case-based"" measures such as testing, contact tracing, isolation, and quarantine, and (2) ""non-case-based"" measures such as reducing the probability of transmission given an effective contact (e.g. hand hygiene, and cough etiquette), and social distancing measures to reduce the contact rate in the population. Social distancing minimizes opportunities for person-to-person transmission of the virus to occur. These social distancing measures include some combination of school closure, teleworking, cancellation of group activities and events, and a general overall reduction in community contacts. While they are expected to be effective in reducing transmission of SARS-CoV-2, they are also associated with substantial economic costs and social disruption.","Mathematical modeling of COVID-19 transmission and mitigation strategies in the population of Ontario, Canada",https://doi.org/10.1101/2020.03.24.20042705
"What do we know about virus genetics, origin, and evolution?",Real-time tracking of whole genomes and a mechanism for coordinating the rapid dissemination of that information to inform the development of diagnostics and therapeutics and to track variations of the virus over time.,"The study of origin, evolution, molecular epidemiology, phylogenetic/phylogeographic and codivergence analyses in many important human viruses like HIV-1 [19, 29] , Human Papillomavirus [40, 42] , Human Polyomavirus [5, 47, 57] , Influenza A virus subtype H5N1 [6, 59] , Influenza A virus subtype H1N1 [43] , Hepatitis B virus [37, 45] , Hepatitis C virus [36, 49] , Dengue Virus [11, 50] , SARS Coronavirus [34] have been possible due to the development of sensitive and robust molecular detection methods like polymerase chain reaction (PCR), quantitative-PCR (Q-PCR), high-throughput DNA sequencing methods and bioinformatic tools in the past 25 years.",Role of genomic and proteomic tools in the study of host-virus interactions and virus evolution,http://europepmc.org/articles/pmc3832694?pdf=render
"What do we know about virus genetics, origin, and evolution?","Access to geographic and temporal diverse sample sets to understand geographic distribution and genomic differences, and determine whether there is more than one strain in circulation. Multi-lateral agreements such as the Nagoya Protocol could be leveraged.","Understanding the evolution and transmission patterns of a virus after it enters a new population is crucial for designing effective strategies for disease control and prevention (Grubaugh et al., 2017; Ladner et al., 2019) . In this study, we combine genetic and epidemiological data to investigate the genetic diversity, evolution, and epidemiology of SARS-CoV-2 in Guangdong Province. We generated virus genome sequences from 53 patients in Guangdong and sought to investigate the timing and relative contributions of imported cases versus local transmission, the nature of genetically-distinct of transmission chains within Guangdong, and how the emergency response in Guangdong was reflected in the reduction and elimination of these transmission chains. Our data may provide valuable information for implementing and interpreting genomic surveillance of COVID-19 in other regions.","Genomic epidemiology of SARS-CoV-2 in Guangdong Province, China",https://doi.org/10.1101/2020.04.01.20047076
"What do we know about virus genetics, origin, and evolution?","Access to geographic and temporal diverse sample sets to understand geographic distribution and genomic differences, and determine whether there is more than one strain in circulation. Multi-lateral agreements such as the Nagoya Protocol could be leveraged.",Data concerning the transmission of the novel severe acute respiratory syndrome coronavirus (SARS-CoV-2) in paucisymptomatic patients are lacking. We report an Italian paucisymptomatic case of coronavirus disease 2019 with multiple biological samples positive for SARS-CoV-2. This case was detected using the World Health Organization protocol on cases and contact investigation. Current discharge criteria and the impact of extra-pulmonary SARS-CoV-2 samples are discussed.,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7096776/
"What do we know about virus genetics, origin, and evolution?","Access to geographic and temporal diverse sample sets to understand geographic distribution and genomic differences, and determine whether there is more than one strain in circulation. Multi-lateral agreements such as the Nagoya Protocol could be leveraged.","Coronavirus disease 2019 is currently showing sustained transmission in China, creating a substantial risk of outbreaks in other countries. However, if SARS-CoV-2 has Middle East respiratory syndrome coronavirus-like or SARS-CoV-like variability in transmission at the individual level, multiple introductions might be required before an outbreak takes hold.",Articles Early dynamics of transmission and control of COVID-19: a mathematical modelling study,https://doi.org/10.1016/s1473-3099(20)30144-4
"What do we know about virus genetics, origin, and evolution?","Access to geographic and temporal diverse sample sets to understand geographic distribution and genomic differences, and determine whether there is more than one strain in circulation. Multi-lateral agreements such as the Nagoya Protocol could be leveraged.","Genomic studies of MERS-CoV with accompanying epidemiology are important and can reveal spatiotemporal transmission chains to support epidemiologic investigations from a zoonotic event with subsequent human-to-human transmission. These studies may also lead to improved understanding of the underlying genotypic mutations that drive phenotypic changes. Larger transmission events, like those in Al Hasa, Jeddah and Korea Oboho et al., 2015; Park et al., 2015) provide opportunities for molecular epidemiological analysis to understand whether changes in the virus genome lead to increased transmission, better fitness or adaptation to treatment. In spring of 2014, there was a steep increase in the number of MERS-CoV cases reported to WHO. This study demonstrates that these outbreaks in the UAE are likely due to independent zoonotic transmission events followed by nosocomial amplification which is consistent with the epidemiological investigations (Al Hunter et al., 2016) .",Zoonotic origin and transmission of Middle East respiratory syndrome coronavirus in the UAE HHS Public Access,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5893383/
"What do we know about virus genetics, origin, and evolution?","Access to geographic and temporal diverse sample sets to understand geographic distribution and genomic differences, and determine whether there is more than one strain in circulation. Multi-lateral agreements such as the Nagoya Protocol could be leveraged.","Virus strains Severe acute respiratory syndrome corona-virus Z2-Y3 (AY394989) and F69 (AY313906), isolated from the samples of 2 different Cantonese onset SARS patients in 2003, were sequenced and compared, showing certain differences (Table 1 ). Viral titres of SARS-CoV Z2-Y3 and F69 strains were determined to be 10 6.5 50% tissue-culture-infective doses (TCID 50 )/mL and 10 6.7 TCID 50 /mL with the Reed-Muench method, respectively [20] [21] [22] .",Preparation and development of equine hyperimmune globulin F(ab') 2 against severe acute respiratory syndrome coronavirus 1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7091834/
