Task Name,Sub-tasks,Output,Title,URL
"What do we know about virus genetics, origin, and evolution?",Sustainable risk reduction strategies,"The effect of awareness on the disease dynamics can also be observed in the probability of infection during the 206 course of the epidemic. In the model with awareness and no measures, the probability of infection is reduced by 207 4% for all individuals. Handwashing with an efficacy of 30% reduces the respective probability by 14% for unaware 208 individuals and by 29% for aware individuals. Note that the probability of infection is highly dependent on the 209 type of prevention measure. The detailed analysis is given in the Appendix. show the relative reduction in the peak number of diagnoses, the attack rate (proportion of the population that recovered or died after severe infection) and the time until the peak number of diagnoses. The efficacy of prevention measures was varied between 0% and 100%. In the context of this study, the efficacy of social distancing denotes the reduction in the contact rate. The efficacy of handwashing and mask-wearing are given by the reduction in susceptibility and infectivity, respectively. The simulations were started with one case. Government-imposed social distancing was initiated after 10 diagnoses and lifted after 3 months. For parameter values, see Table 1. 11 . CC-BY-NC-ND 4.0 International license It is made available under a author/funder, who has granted medRxiv a license to display the preprint in perpetuity.",NA,0
"What do we know about virus genetics, origin, and evolution?",Sustainable risk reduction strategies,"The main infection control measures to prevent the transmission of MERS-CoV include contact isolation, standard precautions, droplet isolation, and airborne infection isolation precautions especially when healthcare workers perform aerosol generating procedures. 20 Droplet precautions include wearing a medical mask when in close contact (within 1 meter) and upon entering the room or cubicle of the patient. The Centers for Disease Control and Prevention (CDC) recommends placing patients with suspected or confirmed MERS-CoV infection in an airborne infection isolation room (AIIR). 21 If an AIIR is not available, the patient should be transferred as soon as is feasible to a facility where an AIIR is available. Pending transfer, place a facemask on the patient and isolate him/her in a single-patient room with the door closed. 21 Performing hand hygiene in accordance with the World Health Organization's (WHO) 5 moments of hand hygiene is of paramount importance and could not be stressed more. Additional measures include wearing a particulate respirator when performing aerosol-generating procedures in addition to other precautions. In a recent MERS-CoV outbreak in a healthcare setting, there was evidence of person-to-person transmission and the outbreak was aborted by the implementation of infection control measures. 4",Middle East Respiratory Syndrome-Coronavirus (MERS-CoV) Infection CASE PRESENTATION,https://doi.org/10.1016/b978-0-12-416975-3.00014-5
"What do we know about virus genetics, origin, and evolution?",Sustainable risk reduction strategies,"This pathogen represents a significant challenge for public health, pandemic planning, and healthcare systems. The SARS-CoV-2 virus is highly transmissible (4) (5) (6) (7) . It causes moderate to severe clinical outcomes in approximately 20% of all recognized infected individuals (5, 8, 9) . In the absence of a vaccine, public health responses have focused on the use of non-pharmaceutical interventions (NPIs) (10) . These NPIs include: (1) ""case-based"" measures such as testing, contact tracing, isolation, and quarantine, and (2) ""non-case-based"" measures such as reducing the probability of transmission given an effective contact (e.g. hand hygiene, and cough etiquette), and social distancing measures to reduce the contact rate in the population. Social distancing minimizes opportunities for person-to-person transmission of the virus to occur. These social distancing measures include some combination of school closure, teleworking, cancellation of group activities and events, and a general overall reduction in community contacts. While they are expected to be effective in reducing transmission of SARS-CoV-2, they are also associated with substantial economic costs and social disruption.","Mathematical modeling of COVID-19 transmission and mitigation strategies in the population of Ontario, Canada",https://doi.org/10.1101/2020.03.24.20042705
"What do we know about virus genetics, origin, and evolution?",Real-time tracking of whole genomes and a mechanism for coordinating the rapid dissemination of that information to inform the development of diagnostics and therapeutics and to track variations of the virus over time.,"The study of origin, evolution, molecular epidemiology, phylogenetic/phylogeographic and codivergence analyses in many important human viruses like HIV-1 [19, 29] , Human Papillomavirus [40, 42] , Human Polyomavirus [5, 47, 57] , Influenza A virus subtype H5N1 [6, 59] , Influenza A virus subtype H1N1 [43] , Hepatitis B virus [37, 45] , Hepatitis C virus [36, 49] , Dengue Virus [11, 50] , SARS Coronavirus [34] have been possible due to the development of sensitive and robust molecular detection methods like polymerase chain reaction (PCR), quantitative-PCR (Q-PCR), high-throughput DNA sequencing methods and bioinformatic tools in the past 25 years.",Role of genomic and proteomic tools in the study of host-virus interactions and virus evolution,http://europepmc.org/articles/pmc3832694?pdf=render
"What do we know about virus genetics, origin, and evolution?","Access to geographic and temporal diverse sample sets to understand geographic distribution and genomic differences, and determine whether there is more than one strain in circulation. Multi-lateral agreements such as the Nagoya Protocol could be leveraged.","Understanding the evolution and transmission patterns of a virus after it enters a new population is crucial for designing effective strategies for disease control and prevention (Grubaugh et al., 2017; Ladner et al., 2019) . In this study, we combine genetic and epidemiological data to investigate the genetic diversity, evolution, and epidemiology of SARS-CoV-2 in Guangdong Province. We generated virus genome sequences from 53 patients in Guangdong and sought to investigate the timing and relative contributions of imported cases versus local transmission, the nature of genetically-distinct of transmission chains within Guangdong, and how the emergency response in Guangdong was reflected in the reduction and elimination of these transmission chains. Our data may provide valuable information for implementing and interpreting genomic surveillance of COVID-19 in other regions.","Genomic epidemiology of SARS-CoV-2 in Guangdong Province, China",https://doi.org/10.1101/2020.04.01.20047076
"What do we know about virus genetics, origin, and evolution?","Access to geographic and temporal diverse sample sets to understand geographic distribution and genomic differences, and determine whether there is more than one strain in circulation. Multi-lateral agreements such as the Nagoya Protocol could be leveraged.",Data concerning the transmission of the novel severe acute respiratory syndrome coronavirus (SARS-CoV-2) in paucisymptomatic patients are lacking. We report an Italian paucisymptomatic case of coronavirus disease 2019 with multiple biological samples positive for SARS-CoV-2. This case was detected using the World Health Organization protocol on cases and contact investigation. Current discharge criteria and the impact of extra-pulmonary SARS-CoV-2 samples are discussed.,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7096776/
"What do we know about virus genetics, origin, and evolution?","Access to geographic and temporal diverse sample sets to understand geographic distribution and genomic differences, and determine whether there is more than one strain in circulation. Multi-lateral agreements such as the Nagoya Protocol could be leveraged.","Coronavirus disease 2019 is currently showing sustained transmission in China, creating a substantial risk of outbreaks in other countries. However, if SARS-CoV-2 has Middle East respiratory syndrome coronavirus-like or SARS-CoV-like variability in transmission at the individual level, multiple introductions might be required before an outbreak takes hold.",Articles Early dynamics of transmission and control of COVID-19: a mathematical modelling study,https://doi.org/10.1016/s1473-3099(20)30144-4
"What do we know about virus genetics, origin, and evolution?","Access to geographic and temporal diverse sample sets to understand geographic distribution and genomic differences, and determine whether there is more than one strain in circulation. Multi-lateral agreements such as the Nagoya Protocol could be leveraged.","Genomic studies of MERS-CoV with accompanying epidemiology are important and can reveal spatiotemporal transmission chains to support epidemiologic investigations from a zoonotic event with subsequent human-to-human transmission. These studies may also lead to improved understanding of the underlying genotypic mutations that drive phenotypic changes. Larger transmission events, like those in Al Hasa, Jeddah and Korea Oboho et al., 2015; Park et al., 2015) provide opportunities for molecular epidemiological analysis to understand whether changes in the virus genome lead to increased transmission, better fitness or adaptation to treatment. In spring of 2014, there was a steep increase in the number of MERS-CoV cases reported to WHO. This study demonstrates that these outbreaks in the UAE are likely due to independent zoonotic transmission events followed by nosocomial amplification which is consistent with the epidemiological investigations (Al Hunter et al., 2016) .",Zoonotic origin and transmission of Middle East respiratory syndrome coronavirus in the UAE HHS Public Access,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5893383/
"What do we know about virus genetics, origin, and evolution?","Access to geographic and temporal diverse sample sets to understand geographic distribution and genomic differences, and determine whether there is more than one strain in circulation. Multi-lateral agreements such as the Nagoya Protocol could be leveraged.","Virus strains Severe acute respiratory syndrome corona-virus Z2-Y3 (AY394989) and F69 (AY313906), isolated from the samples of 2 different Cantonese onset SARS patients in 2003, were sequenced and compared, showing certain differences (Table 1 ). Viral titres of SARS-CoV Z2-Y3 and F69 strains were determined to be 10 6.5 50% tissue-culture-infective doses (TCID 50 )/mL and 10 6.7 TCID 50 /mL with the Reed-Muench method, respectively [20] [21] [22] .",Preparation and development of equine hyperimmune globulin F(ab') 2 against severe acute respiratory syndrome coronavirus 1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7091834/
"What do we know about virus genetics, origin, and evolution?","Evidence that livestock could be infected (e.g., field surveillance, genetic sequencing, receptor binding) and serve as a reservoir after the epidemic appears to be over.
Evidence of whether farmers are infected, and whether farmers could have played a role in the origin.
Surveillance of mixed wildlife- livestock farms for SARS-CoV-2 and other coronaviruses in Southeast Asia.
Experimental infections to test host range for this pathogen.","Insights as to why and how certain zoonotic viruses appear predisposed to spillover and the various paths they take in the emergence process, are to be gleaned by examining the evolutionary history and current context of where and how zoonotic viruses exist and just how they become identified as etiologic agents of human disease (see the chapter by Childs, this volume). Predisposing biological characteristics include evidence of multiple H R s (Dobson and Foufopoulos 2001; Cleaveland et al. 2001 ; see the chapters by Cleaveland and by Holmes and Drummond, this volume), high replication rates, high mutation rates, and the potential for homologous or heterologous recombination, which reach maxima in zoonotic viruses with RNA genomes (Holland et al. 1982; Arias et al. 2001) .",Introduction: Conceptualizing and Partitioning the Emergence Process of Zoonotic Viruses from Wildlife to Humans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7122288/
"What do we know about virus genetics, origin, and evolution?","Evidence that livestock could be infected (e.g., field surveillance, genetic sequencing, receptor binding) and serve as a reservoir after the epidemic appears to be over.
Evidence of whether farmers are infected, and whether farmers could have played a role in the origin.
Surveillance of mixed wildlife- livestock farms for SARS-CoV-2 and other coronaviruses in Southeast Asia.
Experimental infections to test host range for this pathogen.","Whether this current COVID-19 epidemic 'frizzles out' or expands into a full-blown pandemic remains to be seen. It might also be desirable to monitor farm animals and pet cats for infection with 2019-nCoV, since their ACE2 receptor responsible for 2019-nCoV binding differs in only a few amino acids from human ACE2. Surveillance might prevent the virus establishing itself in another animal species that is in close contact to humans. In addition, in light of the fact that there are multiple species of CoVs circulating in wildlife species and that these animals are constantly interacting with each other, host-species expansion or interspecies transmission of new CoV to humans seems to be inevitable. Major knowledge gaps regarding the emergence of 2019-nCoV remain exists but worldwide scientists are working with unprecedented speed to investigate the virus, rushing to develop targeted therapeutics (see Outstanding Questions). Notwithstanding, a global surveillance network involving veterinarians and animal biologists is urgently needed to monitor, and possibly to predict, potential sources for the emergence of another highly pathogenic CoV. We propose the concept of 'One Health' to facilitate scientific exchange across disciplines, sharing of data, and coordinated efforts in order to prevent future outbreaks. From surveillance and evolutionary studies on animal viruses, can their zoonotic potential be identified before interspecies transmission occurs?","COVID-19: Epidemiology, Evolution, and Cross-Disciplinary Perspectives Trends in Molecular Medicine",https://doi.org/10.1016/j.molmed.2020.02.008
"What do we know about virus genetics, origin, and evolution?","Evidence that livestock could be infected (e.g., field surveillance, genetic sequencing, receptor binding) and serve as a reservoir after the epidemic appears to be over.
Evidence of whether farmers are infected, and whether farmers could have played a role in the origin.
Surveillance of mixed wildlife- livestock farms for SARS-CoV-2 and other coronaviruses in Southeast Asia.
Experimental infections to test host range for this pathogen.","The pandemic spread of highly pathogenic avian influenza virus (HPAIV) is of special importance since it poses a significant threat to both animal and human health. A number of studies have explored the possibility of creating safe recombinant viruses expressing the protective proteins of the H5N1 strain. This would overcome the safety limitations that hinder the production and widespread use of the current influenza vaccines in the field. Haemagglutinin (HA) of the H5 subtype HPAIV was expressed from recombinant vaccine strains of NDV and this virus has been used successfully to vaccinate large numbers of animals. In a recent study [235] both a wild-type and a mutated HA open reading frame of an HPAIV derived from a wild bird isolate, were inserted into the intergenic region between the P and matrix (M) genes of the LaSota NDV vaccine strain. A single dose of the recombinant viruses in chickens induced both NDV-and AIV H5-specific antibodies and completely protected chickens from challenge with a lethal dose of both velogenic NDV and homologous and heterologous H5N1 HPAIV.",Antigen delivery systems for veterinary vaccine development Viral-vector based delivery systems,https://doi.org/10.1016/j.vaccine.2008.09.044
"What do we know about virus genetics, origin, and evolution?",Socioeconomic and behavioral risk factors for this spill-over,"A wider investigation of SARS-CoV-like viruses in different animal species is still needed to fill the gaps in the transmission chain of SARS-CoVs and to understand the viral evolution. The identification of different viral genotypes in natural hosts would provide information as to the important factors in the species barrier and human infection with SARS-CoV. The culling of the masked palm civets in Guangdong in January 2004 was an urgent need at that time. However, further studies of the distribution of the SAR-CoV in the environment will provide information on its natural animal reservoirs and methods to contain its epizootic transmission.",Investigation of Animal Reservoir(s) of SARS-CoV,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7121429/
"What do we know about virus genetics, origin, and evolution?",Socioeconomic and behavioral risk factors for this spill-over,"Despite the wealth of active scientific research and information, the mechanisms of viral clearance, immune correlates of protection, and the immunopathogenesis of SARS infection remain unclear. The risk of SARS-CoV to humans is still high due to the large number of animal reservoirs of SARS-CoV-like coronaviruses and the genome instability of RNA coronaviruses. Currently available animal models are inadequate, and development of models that mimic the clinical symptoms of human SARS infection is urgently required for mechanistic study and vaccine evaluation. Serial analysis of acute SARS samples to analyze innate, antibody, and T-cell responses would be useful to develop treatment strategies and prophylactic SARS vaccines.",Host Immune Responses to SARS Coronavirus in Humans,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7123234/
"What do we know about virus genetics, origin, and evolution?",Socioeconomic and behavioral risk factors for this spill-over,It is important to know the natural history of the disease as well as viral shedding in different stages of clinical illness. Viral shedding can vary from acute to convalescent to post-recovery phase as well. Host factors such as young children and immunocompromised population may also matter. Host infection following transmission of the virus is dependent on local mucosal immunity to natural immunity or crossprotection or vaccine induced immunity. Virus stability in community or hospital environment may vary and determines a high or low risk of transmission depending upon the significant exposure of the host. Animal models may also help in studying the pathogenesis of COVID-19.,0,https://doi.org/10.1016/j.mjafi.2020.04.001
"What do we know about virus genetics, origin, and evolution?",Socioeconomic and behavioral risk factors for this spill-over,"The first viral isolate was patented and concerns were raised that this would restrict access to both the virus and to viral diagnostics [11, 12] . However, sensitive, validated reverse transcriptase real-time polymerase chain reaction (RT-rtPCR)-based diagnostics were quickly described and virus was made freely available subject to routine biosafety considerations [13] . Subsequent epidemiology and research has identified the cell receptor as exopeptidase dipeptidyl peptidase 4 (DPP4; also called CD26); that MERS-CoV has a broad tropism, replicating better in some cells lines and eliciting a more proinflammatory response than SARS-CoV; is widespread in DCs; has the potential to infect other animals and that MERS kills its human host more often than SARS did (20-40 % versus 9 % for SARS [14] ) [15] [16] [17] [18] [19] .","MERS coronavirus: diagnostics, epidemiology and transmission",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4687373/
What do we know about vaccines and therapeutics?,"Capabilities to discover a therapeutic (not vaccine) for the disease, and clinical effectiveness studies to discover therapeutics, to include antiviral agents.","Since the last identified naturally occurring case of SARS in July 2003, remarkable progress has been made in studies to identify targets for interference with virus replication, to identify potential therapeutics for SARS-CoV, to develop animal models for replication and pathogenesis, and to test potential vaccine candidates. In a recent comprehensive study more than 10,000 natural and synthetic compounds were assayed for the capacity to inhibit SARS-CoV replication in cell culture [25] . This screen identified approximately 50 putative antivirals that are currently in clinical development, suggesting that a cure for SARS might be closer than once thought. But the question that remains is -should the development and testing of therapeutics and vaccines be sustained, because SARS appears to have retreated into its unknown endemic host and is not causing human disease?
",Molecular targets for the rational design of drugs to inhibit SARS coronavirus,https://doi.org/10.1016/j.ddmec.2004.08.016
What do we know about vaccines and therapeutics?,Methods evaluating potential complication of Antibody-Dependent Enhancement (ADE) in vaccine recipients,"Various forms of SARS-CoV vaccine have been evaluated. Inactivated whole virus vaccines are immunogenic and protective in animal models. However, this approach requires the production of a large amount of infectious virus in a biosafety level 3 containment facility, which is not widely available among vaccine manufacturers. Because the S protein of SARS-CoV is responsible for receptor binding and membrane fusion, it is a priority target for the development of subunit vaccines. Full-length S protein delivered in the form of DNA vaccine, or expressed in attenuated vaccinia virus or recombinant baculovirus systems, have been to shown to induce T cell and neutralizing antibody responses, and have been found to be protective in challenge studies. 124, 126, 164, 165 However, there are concerns about using full-length S protein as a vaccine, because harmful immune responses causing liver damage in vaccinated animals have been reported. 166 The possibility of enhanced disease, as observed in vaccinated cats on infection with feline infectious peritonitis virus, is also a concern. 167,168 Theoretically, antibodies present at low concentrations may form complexes with virions, and be taken up by macrophage via the Fc receptors expressed on its surface. This process enhances virus dissemination and may lead to adverse outcomes. Vaccines based on a partial S protein or other structural proteins of SARS-CoV have been explored. The greatest challenge to sustainable vaccine development is that SARS-CoV has disappeared from humans, and antigenic changes of the re-emergent strain, if it ever occurs, remain unknown.",KEYWORDS SARS Clinical features Pathogenesis Treatment Outcome,https://doi.org/10.1016/j.idc.2010.04.009
What do we know about vaccines and therapeutics?,Methods evaluating potential complication of Antibody-Dependent Enhancement (ADE) in vaccine recipients.,"Thus far, MERS-CoV vaccines have been shown to provide efficacious protection in animal models, though none of the vaccines developed has been tested in human clinical trials. Major strategies for vaccine development are focused on the elicitation of serum antibodies against the major antigen (S protein) of MERS-CoV . Further, passive immunotherapy using convalescent phase human plasma is being considered in MERS patients after its success in animal models . However, studies also demonstrate that MERS-CoV S protein-derived vaccines induce specific CD8 þ T-cell and virus-neutralizing antibodies, which could contribute to complete protection against MERS-CoV in animal models (Lan et al., 2014; Volz et al., 2015) . Based on the investigations of immune memory against SARS-CoV in follow-up studies of recovered patients (discussed above), T-cell responses can provide robust long-term memory and possess a considerable potential for cross-reactivity with heterotypic coronaviruses. Thus, vaccines combining both cellular and humoral responses should be considered for coronavirus prevention. The similarities between the immunopathogenesis of SARS-CoV and MERS-CoV through interaction with cell receptors and blockage of host innate immune responses also point to potential therapeutic targets in patients infected with other pathogenic coronaviruses.",T-cell immunity of SARS-CoV: Implications for vaccine development against MERS-CoV,https://doi.org/10.1016/j.antiviral.2016.11.006
What do we know about vaccines and therapeutics?,"Task4_vaccines_Assays to evaluate vaccine immune response and process development for vaccines, alongside suitable animal models Task4_vaccines_Methods evaluating potential complication of Antibody-Dependent Enhancement (ADE) in vaccine recipients. ","Several vaccine candidates based on full-length or truncated S protein including vectored, DNA, and nanoparticle vaccines, as well as S or RBD protein-based subunit vaccines, have been developed and investigated in animal models [9] [10] [11] [12] [13] [14] [15] [16] [17] . Although some of these candidates can induce high levels of nAbs in vaccinated animals and have entered phase 1 clinical trials [15] [16] [17] , most of these candidates are associated with low immunogenicity requiring multiple doses [18] . Importantly, vaccine research on other members of the coronaviruses including SARS-CoV [19] [20] [21] [22] [23] [24] [25] [26] [27] revealed several safety concerns associated with the use of S-based vaccines, including inflammatory and immunopathological effects such as pulmonary eosinophilic infiltration and antibody (Ab)-mediated disease enhancement following subsequent viral challenge of vaccinated animals. Recently, we also showed that whole inactivated MERS-CoV vaccine (WIV) is associated with significantly increased pulmonary eosinophilic infiltration accompanied by elevated levels of Th2 cytokines in vaccinated human DPP4 transgenic (hDPP4 Tg + ) mice in response to virus challenge [28] . Given these previous observations, a MERS-CoV vaccine based on the full-length S protein could pose potential safety concerns similar to those associated with SARS-CoV vaccines. While the neutralizing epitope-rich S1 region could be considered as an alternative target for an effective and safe MERS vaccine, S1-based protection could clearly be enhanced through appropriate immunological modulation.","The Journal of Infectious Diseases A Highly Immunogenic, Protective, and Safe Adenovirus- Based Vaccine Expressing Middle East Respiratory Syndrome Coronavirus S1-CD40L Fusion Protein in a Transgenic Human Dipeptidyl Peptidase 4 Mouse Model",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7107499/
What do we know about vaccines and therapeutics?,Exploration of use of best animal models and their predictive value for a human vaccine.,"The icSARS-CoV GD03-S recombinant virus demonstrated gaps in vaccine design for controlling future SARS-CoV epidemics. Our results are consistent with earlier reports suggesting that zoonotic viruses are highly resistant to neutralization with antiserum directed against epidemic strains like Urbani. 21 Importantly, VRP vaccines elicited high levels of neutralizing antiserum against the homologous isolate, but less efficient neutralizing responses against the icGD03-S recombinant virus. These high neutralizing responses likely translated to efficient protection from homologous infection, both in young and aged mice, but also provided short-term protection against homologous protection in younger animals. In aged animals, responses had waned or elderly immune systems had deteriorated sufficiently to allow for robust icGD03 replication and pathogenesis. 13, 14 It is likely that vaccine approaches that induce less robust neutralizing responses like DNA and killed vaccines, might completely fail in protecting against icGD03 challenge. To rectify this problem, booster vaccines should be considered in senescent populations or new vaccine formulations be assembled that include S glycoprotein determinants that protect against epidemic and zoonotic forms of SARS-CoV. Future studies will evaluate single VRP regiments that include either the VRP-S or VRP-N candidate vaccines separately, as this approach may enhance overall protection in VRP-S vaccinated animals. Clearly, the availability of SARS-CoV strains harboring zoonotic S glycoproteins will provide important future reference inoculums for evaluating the robustness of new vaccine candidates in animals.",SARS CORONAVIRUS VACCINE DEVELOPMENT,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7124095/
What do we know about vaccines and therapeutics?,Efforts targeted at a universal coronavirus vaccine.,"Several groups have investigated various vaccine platforms to combat MERS-CoV [29] [30] [31] [32] [33] [34] [35] [36] [37] [38] [39] [40] [41] [42] . Most of these experimental vaccines were based on MERS-CoV full-length or truncated versions of the spike protein; these prototype vaccines were found to have induced high levels of nAbs and sometimes conferred protection against MERS-CoV challenge in several animal models. However, several previous SARS-CoV vaccine studies have also shown that there might be some safety concerns associated with the use of WIV 43 , truncated S subunit/protein vaccines 44 or vectored vaccines expressing full-length S protein 45 . These concerns included inflammatory and immunopathological effects such as eosinophilic infiltration of the lungs as well as Ab-mediated disease enhancement (ADE) in immunized animals upon viral challenge. It is believed that induction of Th2-polarized immune response and/or non-neutralizing Abs against epitopes within the S protein (i.e. outside the neutralizing-epitope rich RBD or S1 subunit) are the reason for the observed immunopathology and disease enhancement in vaccinated animals [46] [47] [48] , suggesting that use of S1 subunit over full-length S protein could be a safer option for vaccine development.",Immunogenicity of Candidate MERS-CoV DNA Vaccines Based on the Spike Protein OPEN,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5362948/
